new_index,nearest_index,distance,reference_date,infer_date
133,133,1.6739503194022042e-07,2011-05-17,2011-05-10
134,134,1.3564948204697663e-07,2011-05-18,2011-05-11
135,135,2.0776268978266351e-07,2011-05-19,2011-05-12
136,136,1.494524316231769e-07,2011-05-20,2011-05-13
137,137,7.416962009156674e-08,2011-05-23,2011-05-16
138,138,2.213890619611951e-07,2011-05-24,2011-05-17
139,139,7.818358488247121e-08,2011-05-25,2011-05-18
140,140,4.1334868418317045e-08,2011-05-26,2011-05-19
141,141,6.838960715371697e-08,2011-05-27,2011-05-20
142,142,5.894780974220119e-08,2011-05-30,2011-05-23
143,143,1.853537333983152e-07,2011-05-31,2011-05-24
144,144,5.9116432977861425e-08,2011-06-01,2011-05-25
145,145,7.053519666306724e-08,2011-06-02,2011-05-26
146,146,8.496724475839986e-08,2011-06-03,2011-05-27
147,147,5.624673475623654e-08,2011-06-07,2011-05-30
148,148,9.055502659322393e-08,2011-06-08,2011-05-31
149,149,1.098647770209035e-07,2011-06-09,2011-06-01
150,150,1.1355464816560219e-07,2011-06-10,2011-06-02
151,151,5.604092306936116e-08,2011-06-13,2011-06-03
152,152,5.4797753104113474e-08,2011-06-14,2011-06-07
153,153,8.682968564038769e-08,2011-06-15,2011-06-08
154,154,1.2923746764215085e-07,2011-06-16,2011-06-09
155,155,7.836413318822446e-08,2011-06-17,2011-06-10
156,156,7.727077185238164e-08,2011-06-20,2011-06-13
157,157,4.631975516637635e-08,2011-06-21,2011-06-14
158,158,6.84521401834889e-08,2011-06-22,2011-06-15
159,159,7.212328732750739e-08,2011-06-23,2011-06-16
160,160,1.3316072092388126e-07,2011-06-24,2011-06-17
161,161,4.4191726401080306e-08,2011-06-27,2011-06-20
162,162,7.557342177030883e-08,2011-06-28,2011-06-21
163,163,1.0253536125843135e-07,2011-06-29,2011-06-22
164,164,6.985277133648704e-08,2011-06-30,2011-06-23
165,165,5.8112359158243995e-08,2011-07-01,2011-06-24
166,166,7.990981163621892e-08,2011-07-04,2011-06-27
167,167,5.400889350891037e-08,2011-07-05,2011-06-28
168,168,1.1473712961401327e-07,2011-07-06,2011-06-29
169,169,7.340025645739668e-08,2011-07-07,2011-06-30
170,170,5.739719406934408e-08,2011-07-08,2011-07-01
171,171,5.344575625911235e-08,2011-07-11,2011-07-04
172,172,1.2158544571521825e-07,2011-07-12,2011-07-05
173,173,5.635053689852887e-08,2011-07-13,2011-07-06
174,174,1.0361888983604075e-07,2011-07-14,2011-07-07
175,175,4.9120180879344095e-08,2011-07-15,2011-07-08
176,176,1.1609188048924494e-07,2011-07-18,2011-07-11
177,177,7.827236912019218e-08,2011-07-19,2011-07-12
178,178,5.5239736932146383e-08,2011-07-20,2011-07-13
179,179,7.668262788280828e-08,2011-07-21,2011-07-14
180,180,5.5986085066408945e-08,2011-07-22,2011-07-15
181,181,6.306825521421666e-08,2011-07-25,2011-07-18
182,182,6.399094177889783e-08,2011-07-26,2011-07-19
183,183,6.110197793797671e-08,2011-07-27,2011-07-20
184,184,1.3703468653893721e-07,2011-07-28,2011-07-21
185,185,9.904169937633768e-08,2011-07-29,2011-07-22
186,186,5.431283456117286e-08,2011-08-01,2011-07-25
187,187,1.3533141768562024e-07,2011-08-02,2011-07-26
188,188,9.892759518854518e-08,2011-08-03,2011-07-27
189,189,1.4494744661321706e-07,2011-08-04,2011-07-28
190,190,5.4346811490101065e-08,2011-08-05,2011-07-29
191,191,1.2262192969711257e-07,2011-08-08,2011-08-01
192,192,3.8725048863598807e-07,2011-08-09,2011-08-02
193,193,4.707971646455504e-07,2011-08-10,2011-08-03
194,194,5.734121999877341e-07,2011-08-11,2011-08-04
195,195,4.558425984962066e-07,2011-08-12,2011-08-05
196,196,4.725680570126575e-07,2011-08-15,2011-08-08
197,197,3.429286717649898e-07,2011-08-16,2011-08-09
198,198,2.3774847830062619e-07,2011-08-17,2011-08-10
199,199,2.628975622779464e-07,2011-08-18,2011-08-11
200,200,2.150413446288681e-07,2011-08-19,2011-08-12
201,201,2.7704087982729677e-07,2011-08-22,2011-08-15
202,202,4.910428117563544e-07,2011-08-23,2011-08-16
203,203,6.796888989430831e-07,2011-08-24,2011-08-17
204,204,6.172690929692595e-07,2011-08-25,2011-08-18
205,205,1.5045703845817202e-07,2011-08-26,2011-08-19
206,206,3.5405881728680285e-07,2011-08-29,2011-08-22
207,207,5.210115034648253e-07,2011-08-30,2011-08-23
208,208,4.6244487745146513e-07,2011-08-31,2011-08-24
209,209,5.302776236530247e-07,2011-09-01,2011-08-25
210,210,4.781864112326526e-07,2011-09-02,2011-08-26
211,211,6.194820115778133e-07,2011-09-05,2011-08-29
212,212,2.562870313930401e-07,2011-09-06,2011-08-30
213,213,5.168526404637625e-07,2011-09-07,2011-08-31
214,214,4.842581450224751e-07,2011-09-08,2011-09-01
215,215,4.9264834455285e-07,2011-09-09,2011-09-02
216,216,4.5329811563860223e-07,2011-09-13,2011-09-05
217,217,5.135232845868393e-07,2011-09-14,2011-09-06
218,218,4.4959345922184237e-07,2011-09-15,2011-09-07
219,219,6.337739130272726e-07,2011-09-16,2011-09-08
220,220,5.360143423375242e-07,2011-09-19,2011-09-09
221,221,3.669169363255958e-07,2011-09-20,2011-09-13
222,222,3.844917280103588e-07,2011-09-21,2011-09-14
223,223,3.98945438194741e-07,2011-09-22,2011-09-15
224,224,5.253456879934368e-07,2011-09-23,2011-09-16
225,225,6.388357225258836e-07,2011-09-26,2011-09-19
226,226,4.341786536411443e-07,2011-09-27,2011-09-20
227,227,5.803986560411586e-07,2011-09-28,2011-09-21
228,228,4.933668677755458e-07,2011-09-29,2011-09-22
229,229,1.6668874446453012e-07,2011-09-30,2011-09-23
230,230,4.35108432889682e-07,2011-10-03,2011-09-26
231,231,6.303318708896618e-07,2011-10-04,2011-09-27
232,232,4.5611680872897667e-07,2011-10-05,2011-09-28
233,233,4.774077285126883e-07,2011-10-06,2011-09-29
234,234,5.100060557169082e-07,2011-10-07,2011-09-30
235,235,4.2876309384537036e-07,2011-10-11,2011-10-03
236,236,5.135488354280056e-07,2011-10-12,2011-10-04
237,237,3.7139290016683376e-07,2011-10-13,2011-10-05
238,238,5.564078507654694e-07,2011-10-14,2011-10-06
239,239,5.554965064580484e-07,2011-10-17,2011-10-07
240,240,1.932461386310307e-07,2011-10-18,2011-10-11
241,241,1.5471208792492177e-07,2011-10-19,2011-10-12
242,242,2.16526306357358e-07,2011-10-20,2011-10-13
243,243,8.538220520665569e-08,2011-10-21,2011-10-14
244,244,3.5399728710934054e-07,2011-10-24,2011-10-17
245,245,2.291742820382246e-07,2011-10-25,2011-10-18
246,246,1.6365634304569504e-07,2011-10-26,2011-10-19
247,247,4.106431123091933e-07,2011-10-27,2011-10-20
248,248,2.3085674045916954e-07,2011-10-28,2011-10-21
249,249,6.130711667313194e-08,2011-10-31,2011-10-24
250,250,1.2814339300353788e-07,2011-11-01,2011-10-25
251,251,8.912068481610863e-08,2011-11-02,2011-10-26
252,252,1.6717124134756148e-07,2011-11-03,2011-10-27
253,253,1.196252963394065e-07,2011-11-04,2011-10-28
254,254,9.61945479008143e-08,2011-11-07,2011-10-31
255,255,3.189330633178849e-08,2011-11-08,2011-11-01
256,256,2.2446305020213188e-07,2011-11-09,2011-11-02
257,257,4.244438841898151e-08,2011-11-10,2011-11-03
258,258,1.3258324756895053e-07,2011-11-11,2011-11-04
259,259,8.039853565332382e-08,2011-11-14,2011-11-07
260,260,1.3759124210446127e-07,2011-11-15,2011-11-08
261,261,1.0725872111334373e-07,2011-11-16,2011-11-09
262,262,1.20748098984103e-07,2011-11-17,2011-11-10
263,263,1.5408346638728465e-07,2011-11-18,2011-11-11
264,264,8.175363749422432e-08,2011-11-21,2011-11-14
265,265,1.5730494730072432e-07,2011-11-22,2011-11-15
266,266,1.997892702632779e-07,2011-11-23,2011-11-16
267,267,2.9285429620113353e-07,2011-11-24,2011-11-17
268,268,3.8398613306343667e-07,2011-11-25,2011-11-18
269,269,2.5833538493533667e-07,2011-11-28,2011-11-21
270,270,2.126476717692233e-07,2011-11-29,2011-11-22
271,271,2.622028392848701e-07,2011-11-30,2011-11-23
272,272,2.3638679901088135e-07,2011-12-01,2011-11-24
273,273,7.297113232567704e-08,2011-12-02,2011-11-25
274,274,1.1197577976507129e-07,2011-12-05,2011-11-28
275,275,5.0105890204784797e-08,2011-12-06,2011-11-29
276,276,7.313127534499918e-08,2011-12-07,2011-11-30
277,277,2.2224427164809383e-07,2011-12-08,2011-12-01
278,278,6.901486789861694e-08,2011-12-09,2011-12-02
279,279,1.9457725450698101e-07,2011-12-12,2011-12-05
280,280,1.1581229161243894e-07,2011-12-13,2011-12-06
281,281,1.1435150617847778e-07,2011-12-14,2011-12-07
282,282,6.123967347525535e-08,2011-12-15,2011-12-08
283,283,6.35178077109584e-08,2011-12-16,2011-12-09
284,284,8.332668474010698e-08,2011-12-19,2011-12-12
285,285,2.1601288065149074e-07,2011-12-20,2011-12-13
286,286,8.330329027879526e-08,2011-12-21,2011-12-14
287,287,9.361593936268337e-08,2011-12-22,2011-12-15
288,288,9.279335884422304e-08,2011-12-23,2011-12-16
289,289,5.982150190348887e-08,2011-12-26,2011-12-19
290,290,8.198909366564739e-08,2011-12-27,2011-12-20
291,291,5.634228723062833e-08,2011-12-28,2011-12-21
292,292,8.630520604931739e-08,2011-12-29,2011-12-22
293,293,8.758999426522789e-08,2011-12-30,2011-12-23
294,294,1.9494529690070883e-07,2012-01-02,2011-12-26
295,295,2.0031799549529562e-07,2012-01-03,2011-12-27
296,296,1.6432277837876978e-07,2012-01-04,2011-12-28
297,297,5.5519527597643275e-08,2012-01-05,2011-12-29
298,298,4.7765773601573886e-08,2012-01-06,2011-12-30
299,299,6.328664345767144e-08,2012-01-09,2012-01-02
300,300,6.097369136189888e-08,2012-01-10,2012-01-03
301,301,9.19322353255566e-08,2012-01-11,2012-01-04
302,302,6.598300798836349e-08,2012-01-12,2012-01-05
303,303,5.21621502238536e-08,2012-01-13,2012-01-06
304,304,5.333565764550698e-08,2012-01-16,2012-01-09
305,305,5.46303214542742e-08,2012-01-17,2012-01-10
306,306,5.198291242567288e-08,2012-01-18,2012-01-11
307,307,4.705116501153561e-08,2012-01-30,2012-01-12
308,308,7.130249804178398e-08,2012-01-31,2012-01-13
309,309,7.526689312292e-08,2012-02-01,2012-01-16
310,310,6.162655794894527e-08,2012-02-02,2012-01-17
311,311,4.963896612419087e-08,2012-02-03,2012-01-18
312,312,2.1907671997312964e-07,2012-02-04,2012-01-30
313,313,8.406536375658554e-08,2012-02-06,2012-01-31
314,314,1.1587040042054226e-07,2012-02-07,2012-02-01
315,315,9.238688492956865e-08,2012-02-08,2012-02-02
316,316,5.247055029374685e-08,2012-02-09,2012-02-03
317,317,1.1204275528142125e-07,2012-02-10,2012-02-04
318,318,2.1652283963463558e-07,2012-02-13,2012-02-06
319,319,2.218373408181418e-07,2012-02-14,2012-02-07
320,320,1.9676239053090644e-07,2012-02-15,2012-02-08
321,321,9.225841649406865e-08,2012-02-16,2012-02-09
322,322,2.3639635011452443e-07,2012-02-17,2012-02-10
323,323,5.0356582356565485e-08,2012-02-20,2012-02-13
324,324,1.7673508189659129e-07,2012-02-21,2012-02-14
325,325,1.0772234781051384e-07,2012-02-22,2012-02-15
326,326,7.787081048199054e-08,2012-02-23,2012-02-16
327,327,4.293336452114654e-08,2012-02-24,2012-02-17
328,328,9.250083023578064e-08,2012-02-29,2012-02-20
329,329,3.341243579699116e-08,2012-03-01,2012-02-21
330,330,3.957163011988141e-08,2012-03-02,2012-02-22
331,331,6.359871298296711e-08,2012-03-03,2012-02-23
332,332,1.9857509846355043e-07,2012-03-05,2012-02-24
333,333,2.013184643200549e-07,2012-03-06,2012-02-29
334,334,5.196416608467451e-08,2012-03-07,2012-03-01
335,335,1.33336905585263e-07,2012-03-08,2012-03-02
336,336,7.950416058549488e-08,2012-03-09,2012-03-03
337,337,6.924059065683681e-08,2012-03-12,2012-03-05
338,338,7.03062007222311e-08,2012-03-13,2012-03-06
339,339,7.582038470253768e-08,2012-03-14,2012-03-07
340,340,5.3080501122659225e-08,2012-03-15,2012-03-08
341,341,1.455855724871732e-07,2012-03-16,2012-03-09
342,342,2.407588843193891e-07,2012-03-19,2012-03-12
343,343,1.0581788851341652e-07,2012-03-20,2012-03-13
344,344,1.0259318880893881e-07,2012-03-21,2012-03-14
345,345,8.783750981144768e-08,2012-03-22,2012-03-15
346,346,8.942802848406523e-08,2012-03-23,2012-03-16
347,347,1.8607018656814635e-07,2012-03-26,2012-03-19
348,348,6.325843205747554e-08,2012-03-27,2012-03-20
349,349,1.5676364145167644e-07,2012-03-28,2012-03-21
350,350,8.590368304043242e-08,2012-03-29,2012-03-22
351,351,1.275204572827409e-07,2012-03-30,2012-03-23
352,352,3.17733888459792e-07,2012-04-02,2012-03-26
353,353,2.388996400953574e-07,2012-04-03,2012-03-27
354,354,3.288236925581449e-07,2012-04-05,2012-03-28
355,355,4.094121534646738e-07,2012-04-06,2012-03-29
356,356,2.3848855511185426e-07,2012-04-09,2012-03-30
357,357,1.861482639350109e-07,2012-04-10,2012-04-02
358,358,3.1035578446343093e-07,2012-04-11,2012-04-03
359,359,6.285401194147614e-08,2012-04-12,2012-04-05
360,360,1.6376508406370431e-07,2012-04-13,2012-04-06
361,361,4.7133828309070066e-07,2012-04-16,2012-04-09
362,362,4.1509036808148796e-07,2012-04-17,2012-04-10
363,363,5.068249497158428e-07,2012-04-18,2012-04-11
364,364,2.7752709989966443e-07,2012-04-19,2012-04-12
365,365,2.9905745968043605e-07,2012-04-20,2012-04-13
366,366,1.4863091632587156e-07,2012-04-23,2012-04-16
367,367,1.47040134587072e-07,2012-04-24,2012-04-17
368,368,1.97508252830512e-07,2012-04-25,2012-04-18
369,369,7.979839865814709e-08,2012-04-26,2012-04-19
370,370,1.0594283046905736e-07,2012-04-27,2012-04-20
371,371,2.885831017825833e-07,2012-04-30,2012-04-23
372,372,2.0767207582086144e-07,2012-05-02,2012-04-24
373,373,1.6331095769282433e-07,2012-05-03,2012-04-25
374,374,1.0575316660633559e-07,2012-05-04,2012-04-26
375,375,6.703413527144197e-08,2012-05-07,2012-04-27
376,376,4.9157040436668785e-08,2012-05-08,2012-04-30
377,377,7.996430017835206e-08,2012-05-09,2012-05-02
378,378,1.2529804411145671e-07,2012-05-10,2012-05-03
379,379,8.698528514359262e-08,2012-05-11,2012-05-04
380,380,7.848340228841998e-08,2012-05-14,2012-05-07
381,381,7.610215057806647e-08,2012-05-15,2012-05-08
382,382,8.313946365839229e-08,2012-05-16,2012-05-09
383,383,9.245433772868817e-08,2012-05-17,2012-05-10
384,384,8.942861272413632e-08,2012-05-18,2012-05-11
385,385,7.115961731554848e-08,2012-05-21,2012-05-14
386,386,8.958341180115936e-08,2012-05-22,2012-05-15
387,387,7.559157328015155e-08,2012-05-23,2012-05-16
388,388,1.0133401178816352e-07,2012-05-24,2012-05-17
389,389,4.849523310311794e-08,2012-05-25,2012-05-18
390,390,1.3318563694966612e-07,2012-05-28,2012-05-21
391,391,1.1126796970330535e-07,2012-05-29,2012-05-22
392,392,7.375064442311064e-08,2012-05-30,2012-05-23
393,393,1.254445314517304e-07,2012-05-31,2012-05-24
394,394,6.099406085936024e-08,2012-06-01,2012-05-25
395,395,8.812400766117519e-08,2012-06-04,2012-05-28
396,396,1.1740758468793111e-07,2012-06-05,2012-05-29
397,397,5.7266134681206734e-08,2012-06-06,2012-05-30
398,398,7.550511755907006e-08,2012-06-07,2012-05-31
399,399,1.1568417337395729e-07,2012-06-08,2012-06-01
400,400,9.60611921831426e-08,2012-06-11,2012-06-04
401,401,8.523840073619336e-08,2012-06-12,2012-06-05
402,402,8.721071690843609e-08,2012-06-13,2012-06-06
403,403,9.635462836767599e-08,2012-06-14,2012-06-07
404,404,1.1618803269145579e-07,2012-06-15,2012-06-08
405,405,1.0055313964388573e-07,2012-06-18,2012-06-11
406,406,9.279898550008974e-08,2012-06-19,2012-06-12
407,407,6.536990306101321e-08,2012-06-20,2012-06-13
408,408,7.206146012335436e-08,2012-06-21,2012-06-14
409,409,1.2393118554349547e-07,2012-06-22,2012-06-15
410,410,7.682296650521879e-08,2012-06-25,2012-06-18
411,411,4.4366149589343707e-08,2012-06-26,2012-06-19
412,412,7.98910582631606e-08,2012-06-27,2012-06-20
413,413,7.153807914197987e-08,2012-06-28,2012-06-21
414,414,6.390192993178373e-08,2012-06-29,2012-06-22
415,415,6.906898224544868e-08,2012-07-02,2012-06-25
416,416,5.8686328618030025e-08,2012-07-03,2012-06-26
417,417,6.188165888833135e-08,2012-07-04,2012-06-27
418,418,7.746872995319991e-08,2012-07-05,2012-06-28
419,419,6.070326696224791e-08,2012-07-06,2012-06-29
420,420,3.3882598251403446e-08,2012-07-09,2012-07-02
421,421,8.197887076014108e-08,2012-07-10,2012-07-03
422,422,1.0080341042927142e-07,2012-07-11,2012-07-04
423,423,3.183259078809378e-08,2012-07-12,2012-07-05
424,424,5.1886493243936715e-08,2012-07-13,2012-07-06
425,425,4.379565935509273e-08,2012-07-16,2012-07-09
426,426,6.326753833626798e-08,2012-07-17,2012-07-10
427,427,4.593341013576167e-08,2012-07-18,2012-07-11
428,428,6.954000906499658e-08,2012-07-19,2012-07-12
429,429,5.471418844373019e-08,2012-07-20,2012-07-13
430,430,6.556761435404308e-08,2012-07-23,2012-07-16
431,431,7.430726343027547e-08,2012-07-24,2012-07-17
432,432,4.517111769270052e-08,2012-07-25,2012-07-18
433,433,7.255452655010379e-08,2012-07-26,2012-07-19
434,434,9.392695046287638e-08,2012-07-27,2012-07-20
435,435,5.365739464409335e-08,2012-07-30,2012-07-23
436,436,6.035769582857779e-08,2012-07-31,2012-07-24
437,437,7.491872193979697e-08,2012-08-01,2012-07-25
438,438,6.70349481724936e-08,2012-08-03,2012-07-26
439,439,5.3352538707351066e-08,2012-08-06,2012-07-27
440,440,8.28818609115466e-08,2012-08-07,2012-07-30
441,441,3.8374056331348735e-08,2012-08-08,2012-07-31
442,442,6.77467241449418e-08,2012-08-09,2012-08-01
443,443,7.851980367662485e-08,2012-08-10,2012-08-03
444,444,4.08865871444637e-08,2012-08-13,2012-08-06
445,445,7.682111701260518e-08,2012-08-14,2012-08-07
446,446,1.217171305664586e-07,2012-08-15,2012-08-08
447,447,1.6716520518688567e-07,2012-08-16,2012-08-09
448,448,9.278129636037389e-08,2012-08-17,2012-08-10
449,449,7.881179719127597e-08,2012-08-20,2012-08-13
450,450,6.694005617933448e-08,2012-08-21,2012-08-14
451,451,5.129752360773325e-08,2012-08-22,2012-08-15
452,452,9.151172788315232e-08,2012-08-23,2012-08-16
453,453,6.722077285732135e-08,2012-08-24,2012-08-17
454,454,7.557329763255853e-08,2012-08-27,2012-08-20
455,455,5.230067800846815e-08,2012-08-28,2012-08-21
456,456,6.89686981816599e-08,2012-08-29,2012-08-22
457,457,7.644043892448849e-08,2012-08-30,2012-08-23
458,458,7.621925006861389e-08,2012-08-31,2012-08-24
459,459,7.839637545043879e-08,2012-09-03,2012-08-27
460,460,4.103763311898497e-08,2012-09-04,2012-08-28
461,461,7.23147987677029e-08,2012-09-05,2012-08-29
462,462,7.09492984371218e-08,2012-09-06,2012-08-30
463,463,8.325192774796167e-08,2012-09-07,2012-08-31
464,464,7.13873794684913e-08,2012-09-10,2012-09-03
465,465,5.022335716500025e-08,2012-09-11,2012-09-04
466,466,7.59658488505991e-08,2012-09-12,2012-09-05
467,467,3.592064094142345e-08,2012-09-13,2012-09-06
468,468,4.3202633907481135e-08,2012-09-14,2012-09-07
469,469,3.9743207386835543e-08,2012-09-17,2012-09-10
470,470,6.336324369481846e-08,2012-09-18,2012-09-11
471,471,4.745805897318267e-08,2012-09-19,2012-09-12
472,472,5.8154471514433463e-08,2012-09-20,2012-09-13
473,473,5.683214848046591e-08,2012-09-21,2012-09-14
