日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/08/29,"58,392,678","10,641,492,477",180.50,185.50,180.00,184.50,-1.00,"41,615"
113/08/30,"55,298,840","10,204,591,983",185.00,186.00,183.50,184.50, 0.00,"25,936"
113/09/02,"36,343,903","6,688,191,942",185.50,187.00,182.00,183.00,-1.50,"26,722"
113/09/03,"52,160,276","9,664,621,237",184.00,187.00,183.00,185.00,+2.00,"30,186"
113/09/04,"126,923,199","22,545,752,187",175.00,181.00,172.00,179.50,-5.50,"88,719"
113/09/05,"77,629,690","13,796,237,402",180.00,181.00,175.00,175.00,-4.50,"72,711"
113/09/06,"39,222,622","6,922,689,688",175.50,178.00,175.00,176.50,+1.50,"28,471"
113/09/09,"68,938,987","11,869,037,943",172.00,174.00,170.50,172.00,-4.50,"63,220"
113/09/10,"92,555,358","15,703,874,968",173.50,174.00,167.50,169.00,-3.00,"78,401"
113/09/11,"29,538,055","5,032,175,690",170.00,172.00,169.50,169.50,+0.50,"20,075"
113/09/12,"53,142,993","9,359,414,247",174.50,177.50,174.00,177.50,+8.00,"39,767"
113/09/13,"37,100,441","6,557,941,556",179.00,179.50,175.00,176.00,-1.50,"27,286"
113/09/16,"54,484,267","9,745,444,472",177.00,182.00,175.00,181.00,+5.00,"34,487"
113/09/18,"78,892,097","13,867,710,200",179.00,179.50,173.50,174.00,-7.00,"72,219"
113/09/19,"41,818,994","7,338,504,656",174.50,176.50,173.00,176.50,+2.50,"24,742"
113/09/20,"82,199,775","14,730,717,699",180.00,182.00,177.00,177.00,+0.50,"39,913"
113/09/23,"30,951,518","5,552,858,366",178.00,180.50,177.50,180.00,+3.00,"26,766"
113/09/24,"57,714,716","10,452,057,970",179.00,184.00,178.00,183.00,+3.00,"38,239"
113/09/25,"119,878,344","22,641,200,780",186.50,191.00,186.00,188.50,+5.50,"81,722"
113/09/26,"66,162,758","12,583,833,926",192.00,193.00,188.50,189.50,+1.00,"64,179"
113/09/27,"69,739,488","13,370,192,685",192.00,194.00,190.00,191.00,+1.50,"57,434"
113/09/30,"64,605,410","12,219,149,922",190.00,191.00,187.50,187.50,-3.50,"76,067"
113/10/01,"36,339,680","6,812,209,357",189.00,190.00,185.50,187.00,-0.50,"33,125"
113/10/04,"118,705,879","22,937,372,648",188.00,196.50,188.00,194.00,+7.00,"71,996"
113/10/07,"84,399,003","16,617,477,858",199.00,199.00,195.00,197.50,+3.50,"83,028"
113/10/08,"56,919,495","11,111,098,449",197.00,197.50,194.00,194.00,-3.50,"41,542"
113/10/09,"84,123,315","16,699,561,256",198.00,200.00,197.00,199.00,+5.00,"52,273"
113/10/11,"71,856,959","14,407,126,388",200.00,202.00,199.00,200.00,+1.00,"61,591"
113/10/14,"36,897,701","7,314,343,806",200.00,200.00,196.50,199.00,-1.00,"30,561"
113/10/15,"129,198,222","26,474,993,881",201.00,207.50,200.50,207.00,+8.00,"82,815"
113/10/16,"99,708,717","20,478,795,445",204.00,207.50,203.50,205.00,-2.00,"61,667"
113/10/17,"66,198,561","13,716,403,160",207.50,209.00,204.00,208.50,+3.50,"42,868"
113/10/18,"107,497,437","22,496,182,726",210.00,211.00,207.00,207.50,-1.00,"63,732"
113/10/21,"59,461,934","12,553,871,788",210.00,213.50,209.00,210.00,+2.50,"42,327"
113/10/22,"94,132,714","20,135,549,269",211.00,216.00,209.00,215.50,+5.50,"63,914"
113/10/23,"51,836,095","11,146,585,671",214.50,217.00,213.00,216.00,+0.50,"52,331"
113/10/24,"80,712,284","17,138,812,263",215.00,215.50,210.00,211.50,-4.50,"77,588"
113/10/25,"49,896,574","10,691,350,004",212.50,216.00,212.00,216.00,+4.50,"35,110"
113/10/28,"96,697,162","21,028,802,878",218.50,221.50,214.00,215.00,-1.00,"65,676"
113/10/29,"87,991,240","18,457,446,806",213.00,213.00,207.00,209.50,-5.50,"91,406"
113/10/30,"68,400,059","14,511,199,772",209.50,215.50,209.00,211.50,+2.00,"46,335"
113/11/01,"89,610,123","18,433,074,201",202.00,208.50,201.50,208.00,-3.50,"80,888"
113/11/04,"58,094,813","12,294,890,607",209.00,214.00,208.00,214.00,+6.00,"39,861"
113/11/05,"43,852,449","9,367,062,523",212.00,215.50,211.00,214.00, 0.00,"38,403"
113/11/06,"67,838,254","14,573,660,427",215.00,217.00,212.50,213.50,-0.50,"45,706"
113/11/07,"77,417,403","16,779,105,487",212.00,219.00,212.00,217.00,+3.50,"53,480"
113/11/08,"54,800,994","11,986,609,909",219.50,220.00,217.50,218.00,+1.00,"51,977"
113/11/11,"42,180,625","9,234,072,034",219.50,220.00,217.50,220.00,+2.00,"31,177"
113/11/12,"69,315,077","14,949,730,622",217.50,218.50,214.00,214.00,-6.00,"57,578"
113/11/13,"55,926,693","11,973,365,753",212.50,216.50,212.50,214.50,+0.50,"36,731"
113/11/14,"72,322,171","15,335,395,727",215.00,215.50,209.00,211.50,-3.00,"55,336"
113/11/15,"102,463,857","21,409,852,373",212.00,214.50,206.00,207.00,-4.50,"90,848"
113/11/18,"61,852,042","12,613,633,700",205.00,208.00,202.00,202.50,-4.50,"63,316"
113/11/19,"60,416,837","12,275,277,231",203.50,205.00,201.00,203.50,+1.00,"45,425"
113/11/20,"44,351,353","9,149,397,305",206.50,208.50,205.00,206.00,+2.50,"30,182"
113/11/21,"50,295,948","10,213,455,556",205.00,205.00,202.00,202.50,-3.50,"40,002"
113/11/22,"37,504,512","7,668,676,032",205.50,207.00,203.00,203.00,+0.50,"27,903"
113/11/25,"80,800,240","16,909,706,981",206.00,210.50,205.50,210.50,+7.50,"32,913"
113/11/26,"95,313,693","19,363,557,785",207.00,207.00,202.00,202.50,-8.00,"99,867"
113/11/27,"96,019,881","19,063,838,432",200.50,201.00,196.50,196.50,-6.00,"110,119"
113/11/28,"58,511,555","11,432,751,066",196.00,199.00,193.00,195.50,-1.00,"58,622"
113/11/29,"50,800,936","9,954,052,225",193.50,199.00,192.50,195.50, 0.00,"37,878"
113/12/02,"47,905,269","9,428,699,635",198.50,199.50,195.50,196.00,+0.50,"41,679"
113/12/03,"52,170,125","10,312,565,933",198.50,200.00,196.50,196.50,+0.50,"47,992"
113/12/04,"50,379,504","10,055,268,944",197.50,201.50,197.00,201.00,+4.50,"32,459"
113/12/05,"46,475,440","9,319,676,695",203.00,203.50,199.00,199.00,-2.00,"47,064"
113/12/06,"47,526,532","9,465,077,239",199.50,201.50,197.50,198.00,-1.00,"36,972"
113/12/09,"41,114,306","8,084,426,101",198.50,199.00,195.00,195.00,-3.00,"55,012"
113/12/10,"58,994,150","11,375,383,210",193.00,195.00,192.00,192.00,-3.00,"73,633"
113/12/11,"66,246,732","12,596,425,979",190.00,194.00,189.00,189.00,-3.00,"86,964"
113/12/12,"50,634,757","9,624,979,364",190.50,193.00,188.50,188.50,-0.50,"51,432"
113/12/13,"55,417,050","10,371,852,143",188.50,189.50,185.50,186.50,-2.00,"78,777"
113/12/16,"75,228,642","13,834,643,194",188.00,189.50,181.50,182.00,-4.50,"96,744"
113/12/17,"55,667,607","10,220,503,792",181.00,186.00,181.00,183.00,+1.00,"47,278"
113/12/18,"47,937,386","8,823,563,402",183.00,185.50,182.50,184.50,+1.50,"36,056"
113/12/19,"65,029,900","11,756,961,039",181.00,182.00,179.00,181.00,-3.50,"68,455"
113/12/20,"56,744,328","10,296,646,083",181.00,184.00,180.00,181.00, 0.00,"33,841"
113/12/23,"52,761,423","9,808,419,401",185.00,187.50,184.00,185.50,+4.50,"37,334"
113/12/24,"33,589,660","6,258,359,645",187.50,187.50,185.50,185.50, 0.00,"29,234"
113/12/25,"21,758,176","4,062,013,540",186.50,188.00,186.00,186.50,+1.00,"18,772"
113/12/26,"36,347,153","6,835,578,141",187.50,189.00,187.00,187.50,+1.00,"26,373"
113/12/27,"22,136,195","4,128,454,600",187.50,188.00,185.50,186.50,-1.00,"22,469"
113/12/30,"24,531,536","4,550,186,856",185.50,187.00,184.50,185.00,-1.50,"22,906"
113/12/31,"22,003,451","4,048,043,958",184.50,185.00,183.00,184.00,-1.00,"24,178"
114/01/02,"41,467,354","7,588,159,603",184.00,186.00,181.50,182.50,-1.50,"48,006"
114/01/03,"48,659,205","8,838,730,132",183.00,184.00,180.50,181.00,-1.50,"52,820"
114/01/06,"67,829,021","12,539,307,339",185.00,187.50,183.50,184.50,+3.50,"48,289"
114/01/07,"83,019,294","15,727,768,928",187.00,192.00,186.50,190.00,+5.50,"61,312"
114/01/08,"41,798,818","7,881,691,230",190.00,190.00,187.00,188.00,-2.00,"68,591"
114/01/09,"47,079,538","8,712,211,883",188.00,188.00,183.00,183.00,-5.00,"53,956"
114/01/10,"42,317,494","7,698,779,260",182.50,184.00,181.00,181.50,-1.50,"47,888"
114/01/13,"157,188,534","27,407,637,685",180.00,180.50,171.50,171.50,-10.00,"192,669"
114/01/14,"64,355,673","11,130,474,220",171.50,174.50,171.00,174.50,+3.00,"52,963"
114/01/15,"60,432,737","10,411,822,201",174.50,175.50,171.00,171.00,-3.50,"65,891"
114/01/16,"42,128,703","7,331,867,358",175.00,176.00,173.00,173.50,+2.50,"32,338"
114/01/17,"47,442,329","8,231,498,177",173.00,175.50,172.00,173.50, 0.00,"33,175"
114/01/20,"35,167,919","6,214,216,149",174.50,178.00,174.50,178.00,+4.50,"44,005"
114/01/21,"32,613,034","5,818,448,615",178.50,180.00,177.00,178.50,+0.50,"31,806"
114/01/22,"44,375,092","7,991,917,051",180.50,181.00,178.50,180.00,+1.50,"34,107"
